"id(n)","size((n)-[:`person/investor`]-())","size((n)-[:`person/legal`]-())","size((n)-[:`company/investor`]-())","size((n)-[:`company/staff`]-())","size((n)-[:`company/legal`]-())"
"5731947","4","12","0","14","0"
"5732041","6","8","0","12","0"
"5732134","6","7","0","10","0"
"5732211","3","7","0","13","0"
"5732586","9","5","0","7","0"
"5732708","11","10","0","13","0"
"5732872","9","4","0","10","0"
"5732931","10","6","0","8","0"
"5733073","22","4","0","15","0"
"5733286","1","23","0","2","0"
"5733367","10","4","0","9","0"
"5735073","1","18","0","33","0"
"5735216","9","6","0","10","0"
"5737657","10","3","0","8","0"
"5738876","3","6","0","12","0"
"5739233","4","6","0","15","0"
"5739295","11","3","0","8","0"
"5739371","10","6","0","7","0"
"5741003","9","1","0","11","0"
"5741111","2","10","0","9","0"
"5741431","13","14","0","13","0"
"5742046","9","3","0","19","0"
"5742095","11","6","0","15","0"
"5742851","11","18","0","16","0"
"5742983","10","4","0","8","0"
"5743220","9","7","0","10","0"
"5743529","2","11","0","27","0"
"5743627","8","7","0","7","0"
"5744288","9","2","0","11","0"
"5744895","8","13","0","14","0"
"5745107","9","5","0","9","0"
"5745780","0","20","0","10","0"
"5746004","10","7","0","10","0"
"5746012","36","20","0","37","0"
"5746256","6","9","0","10","0"
"5746296","6","8","0","10","0"
"5746328","11","4","0","9","0"
"5746346","9","5","0","8","0"
"5746531","0","21","0","21","0"
"5746660","5","8","0","10","0"
"5746855","11","15","0","9","0"
"5748271","8","6","0","7","0"
"5748890","8","4","0","8","0"
"5749065","8","6","0","16","0"
"5749448","7","5","0","8","0"
"5749708","7","9","0","9","0"
"5749917","4","2","0","17","0"
"5750695","0","10","0","32","0"
"5751074","10","10","0","13","0"
"5751793","7","6","0","7","0"
"5752758","3","10","0","11","0"
"5752888","13","3","0","10","0"
"5752922","3","12","0","16","0"
"5753031","8","8","0","4","0"
"5753630","0","3","0","24","0"
"5753854","10","8","0","11","0"
"5754167","9","7","0","6","0"
"5754273","10","5","0","6","0"
"5755785","56","1","0","14","0"
"5755930","12","1","0","9","0"
"5755989","20","10","0","20","0"
"5756028","10","0","0","10","0"
"5756054","9","5","0","7","0"
"5756795","0","10","0","10","0"
"5756847","10","5","0","10","0"
"5757092","20","7","0","19","0"
"5757127","2","27","0","28","0"
"5757301","5","8","0","7","0"
"5757561","2","12","0","12","0"
"5757672","1","10","0","9","0"
"5757926","9","2","0","10","0"
"5758639","11","5","0","9","0"
"5759099","6","6","0","8","0"
"5759219","20","5","0","32","0"
"5759565","14","0","0","24","0"
"5759627","8","8","0","8","0"
"5759836","3","18","0","5","0"
"5759946","8","9","0","10","0"
"5760116","10","38","0","43","0"
"5761124","8","4","0","9","0"
"5761266","1","7","0","14","0"
"5762220","3","18","0","13","0"
"5762412","6","9","0","7","0"
"5762737","9","8","0","11","0"
"5762971","6","5","0","10","0"
"5763017","8","7","0","10","0"
"5763178","6","4","0","10","0"
"5763361","0","10","0","12","0"
"5763622","10","8","0","10","0"
"5763629","6","4","0","10","0"
"5764058","9","7","0","19","0"
"5764200","3","26","0","3","0"
"5764959","4","7","0","10","0"
"5765328","0","13","0","15","0"
"5765590","7","6","0","7","0"
"5765749","7","9","0","10","0"
"5766273","1","25","0","11","0"
"5766475","7","4","0","9","0"
"5766638","16","7","0","16","0"
"5766845","7","6","0","7","0"
"5767794","3","6","0","13","0"
"5767971","7","7","0","8","0"
"5768428","8","7","0","8","0"
"5768462","0","11","0","10","0"
"5768528","6","6","0","12","0"
"5768560","0","8","0","18","0"
"5768957","2","14","0","11","0"
"5769348","2","0","0","29","0"
"5769652","0","15","0","9","0"
"5770041","1","9","0","10","0"
"5770589","9","6","0","10","0"
"5770951","8","7","0","7","0"
"5770992","9","6","0","9","0"
"5771117","1","152","0","11","0"
"5771303","1","2","0","26","0"
"5771436","16","14","0","16","0"
"5772334","6","7","0","7","0"
"5772552","6","8","0","8","0"
"5772626","8","6","0","9","0"
"5772750","5","6","0","10","0"
"5773944","0","14","0","13","0"
"5774009","9","2","0","9","0"
"5774242","5","8","0","14","0"
"5774829","8","9","0","11","0"
"5776117","16","5","0","16","0"
"5776424","0","19","0","18","0"
"5777059","13","4","0","5","0"
"5777480","0","39","0","2","0"
"5777499","14","3","0","14","0"
"5777837","7","11","0","18","0"
"5778000","9","2","0","10","0"
"5778380","8","5","0","7","0"
"5778598","11","1","0","13","0"
"5778950","10","7","0","7","0"
"5779023","21","6","0","26","0"
"5779304","11","11","0","11","0"
"5779399","5","7","0","8","0"
"5779783","5","12","0","14","0"
"5779793","2","12","0","10","0"
"5779805","8","5","0","8","0"
"5779810","9","3","0","8","0"
"5779833","7","10","0","16","0"
"5780551","0","5","0","17","0"
"5780631","0","26","0","26","0"
"5780707","7","3","0","11","0"
"5780739","5","8","0","14","0"
"5780823","0","0","0","63","0"
"5781262","11","9","0","9","0"
"5781817","6","5","0","9","0"
"5782023","9","5","0","10","0"
"5782358","11","9","0","11","0"
"5782579","8","7","0","10","0"
"5782874","0","9","0","11","0"
"5783291","6","5","0","11","0"
"5783656","10","11","0","18","0"
"5784670","0","0","0","37","0"
"5785132","8","3","0","9","0"
"5785288","0","9","0","14","0"
"5785508","21","10","0","21","0"
"5786057","0","27","0","0","0"
"5786215","20","2","0","8","0"
"5786686","5","11","0","10","0"
"5788170","14","11","0","13","0"
"5788372","0","0","0","21","0"
"5788509","8","4","0","8","0"
"5788697","6","6","0","9","0"
"5789171","5","5","0","14","0"
"5789229","6","8","0","9","0"
"5789554","8","4","0","8","0"
"5789687","20","25","0","49","0"
"5789761","1","11","0","11","0"
"5789898","3","8","0","10","0"
"5789959","2","17","0","16","0"
"5790070","9","4","0","9","0"
"5790391","5","61","0","46","0"
"5790490","13","4","0","11","0"
"5790506","7","7","0","9","0"
"5790533","2","9","0","10","0"
"5790843","6","4","0","13","0"
"5790906","1","0","0","20","0"
"5791581","1","9","0","10","0"
"5791849","11","3","0","7","0"
"5792295","10","4","0","7","0"
"5793204","12","11","0","19","0"
"5793975","12","6","0","5","0"
"5794986","9","4","0","8","0"
"5795345","4","7","0","9","0"
"5795386","8","12","0","7","0"
"5795429","7","6","0","9","0"
"5795898","8","5","0","7","0"
"5796374","9","3","0","8","0"
"5796455","8","8","0","10","0"
"5797477","4","3","0","18","0"
"5797982","10","6","0","7","0"
"5800198","9","4","0","7","0"
"5800344","10","4","0","8","0"
"5800533","10","4","0","7","0"
"5800749","8","5","0","9","0"
"5800873","4","7","0","9","0"
"5800928","0","0","0","38","0"
"5801182","9","8","0","8","0"
"5801366","0","20","0","18","0"
"5801810","4","16","0","12","0"
"5801999","15","5","0","12","0"
"5802034","3","0","0","18","0"
"5802270","10","6","0","8","0"
"5803058","7","8","0","8","0"
"5803208","6","15","0","14","0"
"5803621","8","4","0","8","0"
"5804127","9","5","0","7","0"
"5804205","0","21","0","19","0"
"5804387","7","0","0","19","0"
"5804629","20","10","0","20","0"
"5805282","6","10","0","13","0"
"5805362","10","10","0","11","0"
"5805365","12","1","0","11","0"
"5805482","6","9","0","13","0"
"5805554","7","4","0","9","0"
"5806119","7","6","0","9","0"
"5806165","10","3","0","9","0"
"5806184","1","8","0","11","0"
"5806328","3","77","0","4","0"
"5807695","0","4","0","58","0"
"5808502","16","15","0","14","0"
"5808557","8","7","0","12","0"
"5808564","3","8","0","9","0"
"5808676","12","5","0","10","0"
"5808782","11","7","0","11","0"
"5810106","7","8","0","12","0"
"5810779","1","1","0","20","0"
"5811652","1","22","0","8","0"
"5811973","8","3","0","10","0"
"5812058","6","6","0","10","0"
"5812589","1","0","0","19","0"
"5812711","8","15","0","25","0"
"5812976","7","9","0","10","0"
"5813542","8","5","0","8","0"
"5813751","9","7","0","10","0"
"5814231","15","12","0","18","0"
"5814791","0","6","0","19","0"
"5815218","16","9","0","20","0"
"5815871","8","0","0","15","0"
"5815952","1","10","0","11","0"
"5816527","0","18","0","3","0"
"5816844","18","10","0","18","0"
"5816940","99","114","0","117","0"
"5816988","10","5","0","14","0"
"5817047","13","15","0","20","0"
"5817049","6","7","0","7","0"
"5817215","21","3","0","3","0"
"5817307","10","7","0","7","0"
"5817932","10","4","0","12","0"
"5818150","8","4","0","9","0"
"5818426","5","8","0","7","0"
"5818843","3","20","0","34","0"
"5819499","12","7","0","12","0"
"5819797","4","9","0","12","0"
"5819807","0","18","0","18","0"
"5820175","4","4","0","12","0"
"5820686","19","16","0","20","0"
"5821061","4","9","0","10","0"
"5821391","4","9","0","8","0"
"5822152","13","5","0","13","0"
"5822753","7","2","0","12","0"
"5822800","1","17","0","3","0"
"5823108","15","8","0","16","0"
"5823459","1","1","0","29","0"
"5823877","9","3","0","8","0"
"5823884","6","8","0","9","0"
"5824804","7","12","0","11","0"
"5826386","6","7","0","7","0"
"5826554","7","4","0","15","0"
"5826847","8","5","0","7","0"
"5827543","9","5","0","9","0"
"5827916","11","7","0","11","0"
"5827975","13","8","0","12","0"
"5828024","0","11","0","11","0"
"5828289","13","12","0","20","0"
"5829131","15","7","0","10","0"
"5829232","9","2","0","10","0"
"5829292","9","5","0","10","0"
"5829426","6","9","0","9","0"
"5829479","0","29","0","16","0"
"5829497","0","68","0","35","0"
"5829592","0","0","0","21","0"
"5829686","6","7","0","8","0"
"5829747","8","6","0","7","0"
"5829970","9","7","0","9","0"
"5830905","9","6","0","9","0"
"5831115","8","3","0","11","0"
"5831123","24","2","0","13","0"
"5831230","23","7","0","23","0"
"5831246","24","2","0","17","0"
"5831313","16","5","0","17","0"
"5831407","18","11","0","12","0"
"5831454","16","13","0","17","0"
"5831554","7","5","0","8","0"
"5831559","2","10","0","11","0"
"5831662","2","0","0","23","0"
"5832037","8","8","0","7","0"
"5832770","12","4","0","8","0"
"5832873","9","9","0","11","0"
"5832959","5","7","0","8","0"
"5833316","0","18","0","5","0"
"5833529","8","5","0","7","0"
"5834451","8","6","0","12","0"
"5834587","6","5","0","12","0"
"5834765","8","4","0","8","0"
"5834905","4","13","0","13","0"
"5835013","3","14","0","14","0"
"5835237","8","7","0","8","0"
"5835926","8","9","0","9","0"
"5835938","1","16","0","15","0"
"5836209","4","8","0","11","0"
"5836734","5","7","0","8","0"
"5836772","0","19","0","23","0"
"5836902","9","5","0","10","0"
"5836960","4","13","0","8","0"
"5837056","9","5","0","9","0"
"5837109","2","8","0","11","0"
"5837187","8","5","0","9","0"
"5837459","6","7","0","8","0"
"5837509","4","10","0","12","0"
"5837609","0","21","0","21","0"
"5837909","2","1","0","71","0"
"5838014","6","5","0","11","0"
"5838118","13","13","0","15","0"
"5838557","4","6","0","10","0"
"5838709","15","6","0","70","0"
"5838917","4","9","0","7","0"
"5839623","17","0","0","9","0"
"5840202","12","14","0","24","0"
"5840209","7","5","0","12","0"
"5840917","9","6","0","11","0"
"5841288","8","5","0","8","0"
"5841387","25","16","0","25","0"
"5841467","4","9","0","14","0"
"5842958","7","6","0","9","0"
"5843111","6","8","0","9","0"
"5843182","12","2","0","9","0"
"5843458","7","8","0","7","0"
"5843523","10","9","0","12","0"
"5844145","7","6","0","9","0"
"5844469","5","17","0","14","0"
"5844481","6","11","0","13","0"
"5844820","8","4","0","9","0"
"5845684","3","14","0","4","0"
"5845710","8","5","0","8","0"
"5845925","6","7","0","9","0"
"5846272","13","2","0","8","0"
"5846316","8","5","0","8","0"
"5846328","4","9","0","8","0"
"5846528","8","5","0","8","0"
"5847972","9","4","0","10","0"
"5848438","8","4","0","8","0"
"5848639","0","21","0","19","0"
"5848836","14","13","0","22","0"
"5849099","47","24","0","46","0"
"5849109","17","14","0","18","0"
"5849115","8","5","0","9","0"
"5849452","0","19","0","19","0"
"5849637","9","5","0","9","0"
"5849717","1","32","0","34","0"
"5849846","3","7","0","11","0"
"5850042","5","8","0","11","0"
"5850689","7","4","0","9","0"
"5851644","10","5","0","8","0"
"5852322","0","0","0","36","0"
"5852376","3","6","0","12","0"
"5852736","10","10","0","10","0"
"5853076","11","6","0","11","0"
"5853446","19","10","0","19","0"
"5853608","9","7","0","8","0"
"5853957","6","6","0","9","0"
"5855479","9","8","0","7","0"
"5856745","13","1","0","14","0"
"5856752","12","1","0","7","0"
"5856771","9","6","0","6","0"
"5857220","8","7","0","10","0"
"5857256","2","13","0","12","0"
"5857874","9","7","0","11","0"
"5858189","8","6","0","7","0"
"5858318","12","0","0","14","0"
"5859023","8","8","0","7","0"
"5859108","6","17","0","16","0"
"5859151","7","9","0","9","0"
"5859298","12","3","0","7","0"
"5859547","7","7","0","8","0"
"5859569","20","20","0","20","0"
"5859692","0","0","0","37","0"
"5859749","2","10","0","23","0"
"5859838","7","6","0","10","0"
"5860335","2","6","0","15","0"
"5860502","0","13","0","14","0"
"5860734","9","12","0","17","0"
"5860840","8","6","0","8","0"
"5860862","12","7","0","14","0"
"5861136","7","7","0","7","0"
"5862103","13","8","0","13","0"
"5862576","8","4","0","12","0"
"5862753","9","5","0","13","0"
"5865245","10","5","0","10","0"
"5865838","11","11","0","13","0"
"5866784","0","0","0","24","0"
"5866868","6","14","0","15","0"
"5866884","9","3","0","9","0"
"5866910","5","8","0","10","0"
"5868203","37","6","0","9","0"
"5868221","8","4","0","8","0"
"5868326","10","0","0","16","0"
"5868766","12","7","0","10","0"
"5869069","0","104","0","0","0"
"5869746","4","7","0","14","0"
"5870079","6","6","0","8","0"
"5870484","10","3","0","9","0"
"5870864","8","3","0","9","0"
"5870975","7","5","0","8","0"
"5870991","9","5","0","8","0"
"5871165","2","15","0","17","0"
"5871591","0","11","0","11","0"
"5871782","13","13","0","13","0"
"5871927","5","19","0","17","0"
"5872502","12","8","0","10","0"
"5873275","10","2","0","15","0"
"5874098","9","6","0","16","0"
"5874150","7","6","0","7","0"
"5874328","2","15","0","5","0"
"5874612","20","10","0","20","0"
"5876860","5","9","0","10","0"
"5876920","12","7","0","16","0"
"5876966","9","9","0","11","0"
"5877013","9","4","0","10","0"
"5877084","5","8","0","14","0"
"5877251","9","4","0","12","0"
"5877856","8","11","0","18","0"
"5879426","0","38","0","13","0"
"5879794","8","7","0","9","0"
"5879878","12","3","0","9","0"
"5880032","14","5","0","5","0"
"5880892","14","13","0","40","0"
"5881100","8","4","0","9","0"
"5881950","8","11","0","9","0"
"5882647","1","10","0","10","0"
"5884190","6","5","0","9","0"
"5884557","11","14","0","12","0"
"5884618","0","11","0","11","0"
"5884749","7","4","0","11","0"
"5885069","8","23","0","23","0"
"5885186","3","4","0","16","0"
"5885614","11","4","0","7","0"
"5885633","7","10","0","13","0"
"5886291","4","12","0","5","0"
"5886939","1","11","0","14","0"
"5887501","7","7","0","7","0"
"5887860","0","11","0","11","0"
"5887862","10","5","0","10","0"
"5888454","12","7","0","13","0"
"5888779","24","7","0","39","0"
"5888992","2","13","0","13","0"
"5889182","7","6","0","7","0"
"5889538","9","4","0","8","0"
"5890393","10","2","0","9","0"
"5890611","4","14","0","16","0"
"5890867","1","1","0","32","0"
"5890884","16","4","0","8","0"
"5890902","6","9","0","9","0"
"5891255","21","29","0","30","0"
"5892196","7","6","0","12","0"
"5892625","10","10","0","15","0"
"5892986","8","5","0","8","0"
"5893309","10","20","0","21","0"
"5893357","10","5","0","8","0"
"5893416","13","9","0","15","0"
"5893653","2","0","0","41","0"
"5893907","3","8","0","12","0"
"5894399","6","7","0","124","0"
"5894929","0","0","0","34","0"
"5895878","2","1","0","33","0"
"5895904","7","7","0","8","0"
"5895928","16","16","0","16","0"
"5896253","3","10","0","12","0"
"5896319","9","6","0","8","0"
"5896712","0","10","0","11","0"
"5896760","9","7","0","8","0"
"5896768","11","6","0","12","0"
"5896947","0","17","0","25","0"
"5897104","3","9","0","8","0"
"5897119","7","6","0","8","0"
"5898184","12","8","0","12","0"
"5898331","11","9","0","8","0"
"5898461","3","6","0","12","0"
"5899065","11","7","0","12","0"
"5899274","0","0","0","30","0"
"5899595","12","7","0","12","0"
"5899985","8","4","0","8","0"
"5900016","6","4","0","18","0"
"5900194","9","6","0","7","0"
"5900682","7","6","0","7","0"
"5901190","0","16","0","10","0"
"5901937","6","6","0","9","0"
"5902110","0","10","0","10","0"
"5902460","7","5","0","8","0"
"5903089","7","7","0","8","0"
"5904945","7","6","0","8","0"
"5905456","4","4","0","13","0"
"5906048","14","4","0","14","0"
"5907228","11","6","0","12","0"
"5908054","3","9","0","9","0"
"5908561","10","4","0","7","0"
"5908575","9","3","0","11","0"
"5908651","9","3","0","12","0"
"5908955","15","6","0","12","0"
"5909083","7","8","0","9","0"
"5909181","15","5","0","11","0"
"5909317","1","19","0","20","0"
"5909697","5","7","0","10","0"
"5909956","4","7","0","11","0"
"5910022","0","87","0","42","0"
"5910802","8","4","0","8","0"
"5910889","8","2","0","11","0"
"5911536","5","9","0","14","0"
"5911607","1","14","0","29","0"
"5911942","7","4","0","9","0"
"5912166","5","10","0","14","0"
"5912388","1","48","0","18","0"
"5912650","11","4","0","10","0"
"5912821","8","6","0","6","0"
"5913390","5","12","0","7","0"
"5913455","0","20","0","20","0"
"5913488","9","4","0","9","0"
"5913814","8","5","0","9","0"
"5914026","0","32","0","32","0"
"5914208","9","8","0","8","0"
"5914636","6","7","0","8","0"
"5914828","3","13","0","14","0"
"5915488","10","0","0","11","0"
"5915831","17","17","0","19","0"
"5916162","12","11","0","12","0"
"5916362","7","8","0","8","0"
"5916393","10","9","0","15","0"
"5916567","7","12","0","6","0"
"5917227","16","15","0","22","0"
"5917374","0","16","0","6","0"
"5917412","8","5","0","9","0"
"5917575","12","4","0","9","0"
"5917581","1","10","0","10","0"
"5918299","4","14","0","13","0"
"5918653","8","7","0","7","0"
"5918654","6","11","0","11","0"
"5918669","8","5","0","8","0"
"5918883","2","9","0","14","0"
"5918904","0","44","0","0","0"
"5918960","10","5","0","5","0"
"5918993","14","1","0","6","0"
"5919029","10","7","0","7","0"
"5919129","2","8","0","22","0"
"5919918","6","9","0","24","0"
"5920622","8","3","0","13","0"
"5920675","5","11","0","10","0"
"5921139","9","4","0","9","0"
"5921421","0","64","0","64","0"
"5921884","5","7","0","11","0"
"5922210","0","21","0","22","0"
"5922332","1","11","0","10","0"
"5922883","2","7","0","14","0"
"5923262","9","4","0","14","0"
"5923343","0","12","0","12","0"
"5923390","9","7","0","10","0"
"5923605","1","11","0","11","0"
"5923857","0","67","0","57","0"
"5924802","7","9","0","10","0"
"5924900","0","11","0","13","0"
"5925167","4","25","0","21","0"
